"Pathway","psig.protein","psig.ahba","psigfdr.protein","psigfdr.ahba","inflation_log","inflation_logfdr","inflation_log1","inflation_logfdr1","inflation_log2","inflation_logfdr2","PathwaySize","PathwayName"
"GO:0062149",0.5217,0,0,0,6.25900768571888,0,0.419828130943932,0,1.8272874752872,0,28,"detection of stimulus involved in sensory perception of pain"
"GO:0002053",0.5198,0,0,0,6.25536609089436,0,0.418578747253547,0,1.82422665936556,0,26,"positive regulation of mesenchymal cell proliferation"
"GO:0046823",0.5198,0,0,0,6.25536609089436,0,0.418578747253547,0,1.82422665936556,0,23,"negative regulation of nucleocytoplasmic transport"
"GO:0002082",0.5172,0,0,0,6.25036126812801,0,0.416866530832607,0,1.82002293450091,0,22,"regulation of oxidative phosphorylation"
"GO:0021554",0.5143,0,0,0,6.24474925533418,0,0.414953285980473,0,1.81531322218179,0,21,"optic nerve development"
"GO:0022038",0.5143,0,0,0,6.24474925533418,0,0.414953285980473,0,1.81531322218179,0,26,"corpus callosum development"
"GO:0086010",0.5119,0,0,0,6.24008089439522,0,0.413367138004018,0,1.8113986844804,0,27,"membrane depolarization during action potential"
"GO:0030431",0.5095,0,0,0,6.23539063760472,0,0.411778470164756,0,1.80746876293323,0,22,"sleep"
"GO:0099623",0.5092,0,0,0,6.23480280570771,0,0.411579709108018,0,1.80697643503292,0,26,"regulation of cardiac muscle cell membrane repolarization"
"GO:0021952",0.4764,0,0,0,6.16835471390473,0,0.389606692173706,0,1.75163167813728,0,29,"central nervous system projection neuron axonogenesis"
"GO:0030947",0.3862,0,0,0,5.95894135540242,0,0.326566190501747,0,1.58144987589393,0,30,"regulation of vascular endothelial growth factor receptor signaling pathway"
"GO:0043501",0.3189,0,0,0,5.76800844695547,0,0.276798055849702,0,1.4324620419649,0,23,"skeletal muscle adaptation"
"GO:0031629",0.3161,0,0,0,5.7592171815443,0,0.274672817858141,0,1.4257554300008,0,23,"synaptic vesicle fusion to presynaptic active zone membrane"
"GO:0048499",0.3161,0,0,0,5.7592171815443,0,0.274672817858141,0,1.4257554300008,0,28,"synaptic vesicle membrane organization"
"GO:0099500",0.3161,0,0,0,5.7592171815443,0,0.274672817858141,0,1.4257554300008,0,24,"vesicle fusion to plasma membrane"
"GO:0006670",0.3155,0,0,0,5.75732324158423,0,0.27421682149821,0,1.42431242830741,0,20,"sphingosine metabolic process"
"GO:0034312",0.3155,0,0,0,5.75732324158423,0,0.27421682149821,0,1.42431242830741,0,21,"diol biosynthetic process"
"GO:0046519",0.3155,0,0,0,5.75732324158423,0,0.27421682149821,0,1.42431242830741,0,22,"sphingoid metabolic process"
"GO:0032332",0.3115,0,0,0,5.74460446917646,0,0.271171520324791,0,1.41463883412903,0,20,"positive regulation of chondrocyte differentiation"
"GO:0035116",0.3115,0,0,0,5.74460446917646,0,0.271171520324791,0,1.41463883412903,0,28,"embryonic hindlimb morphogenesis"
"GO:0043931",0.3115,0,0,0,5.74460446917646,0,0.271171520324791,0,1.41463883412903,0,26,"ossification involved in bone maturation"
"GO:0051894",0.3103,0,0,0,5.74075707744756,0,0.270256118628403,0,1.41171841346005,0,26,"positive regulation of focal adhesion assembly"
"GO:0072273",0.3103,0,0,0,5.74075707744756,0,0.270256118628403,0,1.41171841346005,0,24,"metanephric nephron morphogenesis"
"GO:0007530",0.3101,0,0,0,5.74011440390359,0,0.270103470177488,0,1.41123084640992,0,22,"sex determination"
"GO:0032925",0.3101,0,0,0,5.74011440390359,0,0.270103470177488,0,1.41123084640992,0,26,"regulation of activin receptor signaling pathway"
"GO:0055023",0.3101,0,0,0,5.74011440390359,0,0.270103470177488,0,1.41123084640992,0,27,"positive regulation of cardiac muscle tissue growth"
"GO:0060045",0.3101,0,0,0,5.74011440390359,0,0.270103470177488,0,1.41123084640992,0,23,"positive regulation of cardiac muscle cell proliferation"
"GO:1904738",0.3101,0,0,0,5.74011440390359,0,0.270103470177488,0,1.41123084640992,0,28,"vascular associated smooth muscle cell migration"
"GO:1904752",0.3101,0,0,0,5.74011440390359,0,0.270103470177488,0,1.41123084640992,0,26,"regulation of vascular associated smooth muscle cell migration"
"GO:0002026",0.3087,0,0,0,5.73560408697916,0,0.269034278079298,0,1.40781120458214,0,26,"regulation of the force of heart contraction"
"GO:0051953",0.3087,0,0,0,5.73560408697916,0,0.269034278079298,0,1.40781120458214,0,28,"negative regulation of amine transport"
"GO:0071880",0.3087,0,0,0,5.73560408697916,0,0.269034278079298,0,1.40781120458214,0,24,"adenylate cyclase-activating adrenergic receptor signaling pathway"
"GO:0098664",0.3083,0,0,0,5.73431167969102,0,0.268728584534693,0,1.40683201233744,0,23,"G protein-coupled serotonin receptor signaling pathway"
"GO:1901385",0.3081,0,0,0,5.73366484913807,0,0.268575702712044,0,1.40634205642367,0,25,"regulation of voltage-gated calcium channel activity"
"GO:0016048",0.3077,0,0,0,5.73236993150811,0,0.26826986893032,0,1.40536142383712,0,26,"detection of temperature stimulus"
"GO:0050961",0.3077,0,0,0,5.73236993150811,0,0.26826986893032,0,1.40536142383712,0,23,"detection of temperature stimulus involved in sensory perception"
"GO:0033081",0.3063,0,0,0,5.72782446913644,0,0.267198713510381,0,1.40192161700559,0,27,"regulation of T cell differentiation in thymus"
"GO:0050857",0.3063,0,0,0,5.72782446913644,0,0.267198713510381,0,1.40192161700559,0,26,"positive regulation of antigen receptor-mediated signaling pathway"
"GO:0006123",0.3061,0,0,0,5.72717342744678,0,0.267045597601339,0,1.40142924870416,0,23,"mitochondrial electron transport, cytochrome c to oxygen"
"GO:0009713",0.306,0,0,0,5.7268477475872,0,0.266969030854239,0,1.40118297361364,0,21,"catechol-containing compound biosynthetic process"
"GO:0042423",0.306,0,0,0,5.7268477475872,0,0.266969030854239,0,1.40118297361364,0,21,"catecholamine biosynthetic process"
"GO:0035024",0.3059,0,0,0,5.72652196162569,0,0.266892458244225,0,1.40093663785676,0,21,"negative regulation of Rho protein signal transduction"
"GO:0035767",0.3059,0,0,0,5.72652196162569,0,0.266892458244225,0,1.40093663785676,0,28,"endothelial cell chemotaxis"
"GO:0051497",0.3059,0,0,0,5.72652196162569,0,0.266892458244225,0,1.40093663785676,0,28,"negative regulation of stress fiber assembly"
"GO:2001026",0.3059,0,0,0,5.72652196162569,0,0.266892458244225,0,1.40093663785676,0,21,"regulation of endothelial cell chemotaxis"
"GO:0042474",0.3054,0,0,0,5.72489143786644,0,0.26650950721898,0,1.39970404802981,0,21,"middle ear morphogenesis"
"GO:0097150",0.3054,0,0,0,5.72489143786644,0,0.26650950721898,0,1.39970404802981,0,24,"neuronal stem cell population maintenance"
"GO:0006027",0.3051,0,0,0,5.72391184595137,0,0.266279666191345,0,1.39896376422055,0,28,"glycosaminoglycan catabolic process"
"GO:0015740",0.3047,0,0,0,5.72260422889679,0,0.265973129289565,0,1.39797586589373,0,28,"C4-dicarboxylate transport"
"GO:0015810",0.3047,0,0,0,5.72260422889679,0,0.265973129289565,0,1.39797586589373,0,20,"aspartate transmembrane transport"
"GO:0003416",0.3046,0,0,0,5.72227705729237,0,0.265896480379859,0,1.39772873874555,0,28,"endochondral bone growth"
"GO:0030502",0.3046,0,0,0,5.72227705729237,0,0.265896480379859,0,1.39772873874555,0,20,"negative regulation of bone mineralization"
"GO:0001759",0.3045,0,0,0,5.72194977861165,0,0.265819825594646,0,1.39748155051045,0,22,"organ induction"
"GO:0003148",0.3045,0,0,0,5.72194977861165,0,0.265819825594646,0,1.39748155051045,0,24,"outflow tract septum morphogenesis"
"GO:0003156",0.3045,0,0,0,5.72194977861165,0,0.265819825594646,0,1.39748155051045,0,28,"regulation of animal organ formation"
"GO:0003177",0.3045,0,0,0,5.72194977861165,0,0.265819825594646,0,1.39748155051045,0,23,"pulmonary valve development"
"GO:0003272",0.3045,0,0,0,5.72194977861165,0,0.265819825594646,0,1.39748155051045,0,28,"endocardial cushion formation"
"GO:0006929",0.3045,0,0,0,5.72194977861165,0,0.265819825594646,0,1.39748155051045,0,26,"substrate-dependent cell migration"
"GO:0033598",0.3045,0,0,0,5.72194977861165,0,0.265819825594646,0,1.39748155051045,0,26,"mammary gland epithelial cell proliferation"
"GO:1900746",0.3045,0,0,0,5.72194977861165,0,0.265819825594646,0,1.39748155051045,0,24,"regulation of vascular endothelial growth factor signaling pathway"
"GO:1902547",0.3045,0,0,0,5.72194977861165,0,0.265819825594646,0,1.39748155051045,0,26,"regulation of cellular response to vascular endothelial growth factor stimulus"
"GO:0048843",0.3043,0,0,0,5.72129489974083,0,0.2656664983941,0,1.39698699065863,0,28,"negative regulation of axon extension involved in axon guidance"
"GO:0060907",0.3043,0,0,0,5.72129489974083,0,0.2656664983941,0,1.39698699065863,0,24,"positive regulation of macrophage cytokine production"
"GO:0042104",0.3037,0,0,0,5.71932768599166,0,0.265206375686596,0,1.3955018418708,0,25,"positive regulation of activated T cell proliferation"
"GO:0043567",0.3037,0,0,0,5.71932768599166,0,0.265206375686596,0,1.3955018418708,0,23,"regulation of insulin-like growth factor receptor signaling pathway"
"GO:0048791",0.302,0,0,0,5.71373280550937,0,0.263901543786378,0,1.39128190263093,0,21,"calcium ion-regulated exocytosis of neurotransmitter"
"GO:1903859",0.302,0,0,0,5.71373280550937,0,0.263901543786378,0,1.39128190263093,0,26,"regulation of dendrite extension"
"GO:1903861",0.302,0,0,0,5.71373280550937,0,0.263901543786378,0,1.39128190263093,0,23,"positive regulation of dendrite extension"
"GO:0048714",0.3018,0,0,0,5.71307252156329,0,0.26374792215615,0,1.39078426639274,0,28,"positive regulation of oligodendrocyte differentiation"
"GO:0036296",0.3014,0,0,0,5.71175064430538,0,0.263440608078747,0,1.38978825037415,0,27,"response to increased oxygen levels"
"GO:0051450",0.3014,0,0,0,5.71175064430538,0,0.263440608078747,0,1.38978825037415,0,25,"myoblast proliferation"
"GO:0055093",0.3014,0,0,0,5.71175064430538,0,0.263440608078747,0,1.38978825037415,0,20,"response to hyperoxia"
"GO:0086011",0.3014,0,0,0,5.71175064430538,0,0.263440608078747,0,1.38978825037415,0,27,"membrane repolarization during action potential"
"GO:0086013",0.3014,0,0,0,5.71175064430538,0,0.263440608078747,0,1.38978825037415,0,23,"membrane repolarization during cardiac muscle cell action potential"
"GO:0010664",0.3011,0,0,0,5.71075808839263,0,0.263210060527293,0,1.38904058678792,0,24,"negative regulation of striated muscle cell apoptotic process"
"GO:0010667",0.3011,0,0,0,5.71075808839263,0,0.263210060527293,0,1.38904058678792,0,22,"negative regulation of cardiac muscle cell apoptotic process"
"GO:0044342",0.3011,0,0,0,5.71075808839263,0,0.263210060527293,0,1.38904058678792,0,28,"type B pancreatic cell proliferation"
"GO:0044346",0.3011,0,0,0,5.71075808839263,0,0.263210060527293,0,1.38904058678792,0,24,"fibroblast apoptotic process"
"GO:0045980",0.3011,0,0,0,5.71075808839263,0,0.263210060527293,0,1.38904058678792,0,26,"negative regulation of nucleotide metabolic process"
"GO:1900543",0.3011,0,0,0,5.71075808839263,0,0.263210060527293,0,1.38904058678792,0,25,"negative regulation of purine nucleotide metabolic process"
"GO:1903579",0.3011,0,0,0,5.71075808839263,0,0.263210060527293,0,1.38904058678792,0,22,"negative regulation of ATP metabolic process"
"GO:0008211",0.3006,0,0,0,5.7091016361338,0,0.262825696452914,0,1.38779323724363,0,25,"glucocorticoid metabolic process"
"GO:0030325",0.3006,0,0,0,5.7091016361338,0,0.262825696452914,0,1.38779323724363,0,28,"adrenal gland development"
"GO:0046885",0.3006,0,0,0,5.7091016361338,0,0.262825696452914,0,1.38779323724363,0,24,"regulation of hormone biosynthetic process"
"GO:0061744",0.3006,0,0,0,5.7091016361338,0,0.262825696452914,0,1.38779323724363,0,23,"motor behavior"
"GO:0071549",0.3006,0,0,0,5.7091016361338,0,0.262825696452914,0,1.38779323724363,0,27,"cellular response to dexamethasone stimulus"
"GO:0099558",0.3,0,0,0,5.70711026474888,0,0.262364264467491,0,1.38629436111989,0,26,"maintenance of synapse structure"
"GO:0001964",0.2999,0,0,0,5.706777983636,0,0.262287338431836,0,1.38604432986468,0,28,"startle response"
"GO:0035235",0.2999,0,0,0,5.706777983636,0,0.262287338431836,0,1.38604432986468,0,22,"ionotropic glutamate receptor signaling pathway"
"GO:0042430",0.2999,0,0,0,5.706777983636,0,0.262287338431836,0,1.38604432986468,0,24,"indole-containing compound metabolic process"
"GO:0097164",0.2999,0,0,0,5.706777983636,0,0.262287338431836,0,1.38604432986468,0,23,"ammonium ion metabolic process"
"GO:0032252",0.2997,0,0,0,5.70611308999448,0,0.262133468605406,0,1.38554407972919,0,23,"secretory granule localization"
"GO:0032253",0.2997,0,0,0,5.70611308999448,0,0.262133468605406,0,1.38554407972919,0,20,"dense core granule localization"
