"Pathway","psig.protein","psig.ahba","psigfdr.protein","psigfdr.ahba","inflation_log","inflation_logfdr","inflation_log1","inflation_logfdr1","inflation_log2","inflation_logfdr2","PathwaySize","PathwayName"
"GO:0048167",0.9386,0.0364,0.4378,0,3.22378354836427,6.08404372840107,0.626212893370553,0.363114167567634,2.03003718600086,1.68231655784667,199,"regulation of synaptic plasticity"
"GO:0050770",0.8551,0.035,0.2846,0,3.16886825329233,5.65459223046543,0.583537176244858,0.250447385841555,1.95654126860226,1.34703364716659,156,"regulation of axonogenesis"
"GO:0097120",0.6463,0.0273,0.0979,0,3.12994806090227,4.59410923862867,0.471596344431758,0.0933992642585498,1.76858115857398,0.682591666620429,62,"receptor localization to synapse"
"GO:0031345",0.8549,0.0369,0.2751,0,3.11720243479918,5.62076311893611,0.5815952936684,0.243024606907359,1.94235589066175,1.32202247109975,196,"negative regulation of cell projection organization"
"GO:0007269",0.7849,0.0349,0.1939,0,3.0860922623779,5.27248660651351,0.545057587561335,0.177225259369206,1.88094088105959,1.07806938743678,142,"neurotransmitter secretion"
"GO:0099643",0.7849,0.0349,0.1939,0,3.0860922623779,5.27248660651351,0.545057587561335,0.177225259369206,1.88094088105959,1.07806938743678,142,"signal release from synapse"
"GO:0008361",0.7592,0.034,0.1787,0,3.07823349506573,5.19128879378951,0.531424384172177,0.164412136250387,1.85816192380369,1.02496574849981,188,"regulation of cell size"
"GO:0048640",0.6544,0.0308,0.1035,0,3.02577944647858,4.64918707140487,0.4731032055359,0.098486946714654,1.75225329229615,0.710495818894558,107,"negative regulation of developmental growth"
"GO:0150115",0.677,0.0319,0.1404,0,3.02567463016907,4.95159275346247,0.48560471970154,0.13137907805638,1.77339629064438,0.877134016672961,103,"cell-substrate junction organization"
"GO:0099173",0.8827,0.0424,0.3088,0,3.0136581974176,5.73592692798277,0.591181169920031,0.269110686866346,1.93166388639051,1.4080558529014,194,"postsynapse organization"
"GO:0016079",0.7157,0.0349,0.1573,0,2.99392004750564,5.06449196688697,0.505516356915253,0.146089705871895,1.79951287709282,0.945072533299607,95,"synaptic vesicle exocytosis"
"GO:0016241",0.7877,0.0387,0.1857,0,2.9890348327108,5.22950305054768,0.542959946187277,0.170333317481888,1.85632052075349,1.04977212324864,173,"regulation of macroautophagy"
"GO:0007612",0.7057,0.0348,0.1296,0,2.98265835429015,4.87213921684233,0.499767412334953,0.121863587756841,1.78791926630494,0.83116847845732,153,"learning"
"GO:0071248",0.6962,0.0346,0.1269,0,2.97472667578788,4.8512487085848,0.494375576358185,0.119470499976167,1.77754299335559,0.819339205797705,199,"cellular response to metal ion"
"GO:0035966",0.7714,0.0385,0.1854,0,2.97320187864728,5.22789490225149,0.533992830059316,0.170080270371601,1.83923078805595,1.04872151905464,151,"response to topologically incorrect protein"
"GO:0048041",0.6617,0.0333,0.1193,0,2.96117704492229,4.78998862298063,0.475083610486858,0.112703489913085,1.74295055019408,0.785270469435751,85,"focal adhesion assembly"
"GO:0098815",0.4907,0.0246,0.044,1e-04,2.95527642293238,3.71135230996599,0.374943515771283,0.0429594944601136,1.55619966795984,0.363643613254826,48,"modulation of excitatory postsynaptic potential"
"GO:0007034",0.6708,0.0341,0.1057,0,2.95175954670637,4.67002115830771,0.479771070432091,0.100478618566219,1.74884314625258,0.72124861067082,169,"vacuolar transport"
"GO:0050773",0.595,0.0303,0.093,0,2.94662256951924,4.54329478227,0.437023714267923,0.0889262091944015,1.67407236143399,0.657520002916794,99,"regulation of dendrite development"
"GO:0097061",0.668,0.0344,0.1389,0,2.9390722399885,4.94092788167144,0.477803755461044,0.130062884298168,1.74296930505862,0.870874868343672,80,"dendritic spine organization"
"GO:0044272",0.667,0.0347,0.096,0,2.92913748475105,4.57471097850338,0.476914074139889,0.0916671885258239,1.73943671795094,0.672944473242426,169,"sulfur compound biosynthetic process"
"GO:0032507",0.5228,0.027,0.0574,0,2.92890542189841,4.06731588983418,0.393908814579784,0.0558130648192127,1.59003835350125,0.453620149995212,66,"maintenance of protein location in cell"
