"Pathway","psig.protein","psig.ahba","psigfdr.protein","psigfdr.ahba","inflation_log","inflation_logfdr","inflation_log1","inflation_logfdr1","inflation_log2","inflation_logfdr2","PathwaySize","PathwayName"
"GO:0099504",0.5456,0.0359,0.021,1e-04,2.69550572244749,2.99573227355399,0.400141570394197,0.0206825441821951,1.55826079579864,0.189620859275566,199,"synaptic vesicle cycle"
"GO:0072655",0.4898,0.0328,0.018,0,2.67557591034778,2.94443897916644,0.366368322209743,0.017839918128331,1.49093925933884,0.165514438477573,120,"establishment of protein localization to mitochondrion"
"GO:0035966",0.5091,0.0348,0.0171,0,2.65665889152223,2.89591193827178,0.377305275312631,0.0169554406494134,1.50819025936423,0.15785808461558,152,"response to topologically incorrect protein"
"GO:0140053",0.576,0.0395,0.0256,0,2.65654029239561,3.28091121578765,0.416150163119757,0.0252778071842686,1.57812847478154,0.227932068046007,164,"mitochondrial gene expression"
"GO:0006403",0.5251,0.0378,0.0199,0,2.60707106210753,3.03974915897077,0.384956893728499,0.0197045832743354,1.51210827835821,0.181487876045377,200,"RNA localization"
"GO:0043484",0.5201,0.0384,0.0162,0,2.58217614561128,2.84490938381941,0.381095055200148,0.0160701801774945,1.49973271217226,0.150142658429719,186,"regulation of RNA splicing"
"GO:0099173",0.5293,0.0392,0.0202,0,2.57957588851811,3.05400118167797,0.386358927997688,0.0199986865066891,1.50869634263257,0.183986836113016,196,"postsynapse organization"
"GO:0007272",0.4496,0.0332,0.0147,0,2.57835438392958,2.75366071235426,0.33862687406703,0.0145930023029001,1.41733898280185,0.137149838147234,156,"ensheathment of neurons"
"GO:0008366",0.4496,0.0332,0.0147,0,2.57835438392958,2.75366071235426,0.33862687406703,0.0145930023029001,1.41733898280185,0.137149838147234,156,"axon ensheathment"
"GO:1902414",0.415,0.0306,0.0119,0,2.5775281396684,2.55722731136763,0.316988374183214,0.0118297517535772,1.37202768382141,0.112435429329788,108,"protein localization to cell junction"
"GO:0002181",0.4989,0.0389,0.0118,0,2.52803175452371,2.54944517092557,0.366569044660064,0.0117309228756987,1.46134038951012,0.111541374732908,160,"cytoplasmic translation"
"GO:0070585",0.4879,0.0382,0.0178,0,2.52348122278818,2.9338568698359,0.359877285440523,0.0176434351725953,1.44785495407464,0.163818085229395,127,"protein localization to mitochondrion"
"GO:0032543",0.5314,0.0426,0.0214,0,2.50233793616597,3.10906095886099,0.384464756345018,0.0211742352314066,1.4878960681437,0.193920692637306,130,"mitochondrial translation"
"GO:0099068",0.293,0.0237,0.0042,0,2.47677652370475,1.64865862558738,0.233541584846132,0.00419120461846805,1.15595033247082,0.0411419433311752,41,"postsynapse assembly"
"GO:0006888",0.3789,0.0311,0.0062,0,2.47105203005761,1.97408102602201,0.290659886323798,0.0061808590750811,1.29553141657891,0.0601539228197471,132,"endoplasmic reticulum to Golgi vesicle-mediated transport"
"GO:0051650",0.5414,0.0449,0.0212,0,2.46953861955969,3.10009228887823,0.388769907303828,0.0209784063851918,1.48760943793242,0.192271887647123,196,"establishment of vesicle localization"
"GO:0051168",0.481,0.0398,0.0168,0,2.46926203264048,2.87919845729804,0.353689148318183,0.0166604408931072,1.4245379270522,0.155292884406035,171,"nuclear export"
"GO:0007034",0.4815,0.04,0.0166,0,2.46540885407473,2.86789890204411,0.353834374878202,0.016463726030665,1.42396854934941,0.153579087928301,171,"vacuolar transport"
"GO:0034243",0.3871,0.032,0.0085,0,2.46475547690838,2.2512917986065,0.295716569727736,0.00846407841212936,1.30566751822613,0.0815799869924228,86,"regulation of transcription elongation by RNA polymerase II"
"GO:1990138",0.4893,0.0407,0.0179,0,2.46451631985243,2.9391619220656,0.358412647248008,0.0177416814761571,1.43230542772352,0.164666621555234,177,"neuron projection extension"
"GO:0010970",0.4053,0.0336,0.0082,1e-04,2.46323812093,2.12389330425067,0.307202949078362,0.00806656766606012,1.33030205119532,0.0778116800912063,172,"transport along microtubule"
"GO:1903008",0.4155,0.0348,0.0089,0,2.45393856820024,2.29253475714054,0.31327465424008,0.00886062843219647,1.34134510497881,0.0852598439508234,175,"organelle disassembly"
"GO:0032786",0.3401,0.0297,0.0067,0,2.40791303483145,2.04122032885964,0.263476740363478,0.0066776547532405,1.22177788249465,0.0648509723196163,58,"positive regulation of DNA-templated transcription, elongation"
"GO:0010977",0.4432,0.0393,0.0142,0,2.39992344250769,2.72129542785223,0.328315460713983,0.0141001243787816,1.36084769545873,0.132781111233819,146,"negative regulation of neuron projection development"
"GO:0007612",0.4286,0.038,0.0104,0,2.39929289706501,2.43361335540045,0.319399158995038,0.0103462920541443,1.34297831701298,0.0989399478549035,153,"learning"
"GO:0050684",0.3943,0.035,0.0077,0,2.39612603184653,2.16332302566054,0.297991070501506,0.00767050630421974,1.29786784187448,0.0741793981742515,134,"regulation of mRNA processing"
"GO:0050773",0.3449,0.0306,0.0055,0,2.39299259535026,1.87180217690159,0.26617850393538,0.00548493023056975,1.22571032096967,0.0535407669280298,99,"regulation of dendrite development"
"GO:0007269",0.3772,0.0336,0.0102,0,2.39156947416068,2.41591377830105,0.287004598436031,0.0101483310518151,1.27308542912122,0.0971267107307228,144,"neurotransmitter secretion"
"GO:0099643",0.3772,0.0336,0.0102,0,2.39156947416068,2.41591377830105,0.287004598436031,0.0101483310518151,1.27308542912122,0.0971267107307228,144,"signal release from synapse"
"GO:2000142",0.313,0.028,0.0066,0,2.38209715592178,2.02814824729229,0.244699428287686,0.00657831536012251,1.17141732904142,0.0639133257436526,82,"regulation of DNA-templated transcription initiation"
"GO:0042552",0.4687,0.043,0.0132,0,2.36790455911469,2.65324196460721,0.342276479759044,0.0131136391453832,1.38050842405285,0.123985979780991,154,"myelination"
"GO:0061136",0.3975,0.0365,0.0079,1e-04,2.3633665652539,2.09074109693377,0.29883527315342,0.00776896337836183,1.29327094197363,0.0750351859429141,189,"regulation of proteasomal protein catabolic process"
"GO:0051236",0.4344,0.04,0.0146,1e-04,2.36269308209614,2.65196073445117,0.321525930155505,0.0143944511501192,1.33950219961313,0.135278117959464,164,"establishment of RNA localization"
"GO:0016241",0.5102,0.0472,0.016,0,2.36140188200677,2.83321334405622,0.366122156773635,0.0158733491562902,1.42199456598779,0.148420005118273,173,"regulation of macroautophagy"
"GO:0016482",0.3888,0.0359,0.0074,0,2.35742223602698,2.12823170584927,0.293169450842029,0.00737275432941316,1.28003408670029,0.071389996086673,138,"cytosolic transport"
"GO:0031396",0.4621,0.043,0.0104,1e-04,2.35375337956845,2.33830317559612,0.33777258242262,0.0102462970538109,1.36883513974812,0.09794044752182,198,"regulation of protein ubiquitination"
"GO:0008033",0.4084,0.0379,0.0065,0,2.35369842260279,2.01490302054226,0.305254867309654,0.00647896609770907,1.30473975451604,0.0629747991613884,134,"tRNA processing"
"GO:0150116",0.3377,0.0312,0.0072,0,2.35314830727336,2.10413415427021,0.260228548676563,0.00717420374800045,1.20481086768686,0.0695260626486103,68,"regulation of cell-substrate junction organization"
"GO:0006354",0.4875,0.0455,0.0155,0,2.35188715888953,2.80336038090653,0.352601618551096,0.0153811020383024,1.39570015940677,0.144100343973757,135,"DNA-templated transcription elongation"
"GO:0006368",0.4305,0.0401,0.0129,0,2.35125938902129,2.63188884013665,0.318707171131077,0.0128175037106143,1.33146350471108,0.121332285167525,116,"transcription elongation by RNA polymerase II"
"GO:0007051",0.3769,0.0353,0.0066,0,2.34281186908464,2.02814824729229,0.285143355678259,0.00657831536012251,1.25981229012744,0.0639133257436526,197,"spindle organization"
"GO:0006839",0.4236,0.0398,0.0108,0,2.34246546785904,2.46809953147162,0.314160487686422,0.010742096531902,1.32051520423603,0.102556588325092,182,"mitochondrial transport"
"GO:0038202",0.34,0.032,0.0054,1e-04,2.33537491581704,1.7609878105613,0.261170946903449,0.0052854772760045,1.20397280432594,0.0515929497860871,99,"TORC1 signaling"
"GO:0034332",0.2531,0.0236,0.0016,0,2.3349814473878,0.955511445027436,0.202294655885605,0.00159872136369707,1.04970075791075,0.0158733491562902,57,"adherens junction organization"
"GO:0061387",0.3436,0.0326,0.0067,0,2.32785825712467,2.04122032885964,0.263272685292589,0.0066776547532405,1.20758617772445,0.0648509723196163,109,"regulation of extent of cell growth"
"GO:2000058",0.3393,0.0325,0.0046,0,2.31828214267584,1.7227665977411,0.260164043557889,0.00458945233380722,1.19859990555546,0.044973365642731,166,"regulation of ubiquitin-dependent protein catabolic process"
"GO:0099072",0.3124,0.0301,0.0053,0,2.31027251073673,1.84054963339749,0.242201637197299,0.00528600442923744,1.15369036662435,0.0516432331518384,88,"regulation of postsynaptic membrane neurotransmitter receptor levels"
"GO:0007040",0.3311,0.032,0.0058,1e-04,2.30892856691622,1.82161243237774,0.254507001011465,0.00568324975539408,1.18353815916672,0.0553808331030241,111,"lysosome organization"
"GO:0080171",0.3311,0.032,0.0058,1e-04,2.30892856691622,1.82161243237774,0.254507001011465,0.00568324975539408,1.18353815916672,0.0553808331030241,111,"lytic vacuole organization"
"GO:0006487",0.3146,0.0304,0.0047,0,2.30766769605751,1.7404661748405,0.243585360479387,0.00468898948613147,1.15670755050913,0.0459289318883997,72,"protein N-linked glycosylation"
"GO:1902905",0.3413,0.0331,0.0055,0,2.30639016124667,1.87180217690159,0.261075302052645,0.00548493023056975,1.19862419087444,0.0535407669280298,175,"positive regulation of supramolecular fiber organization"
"GO:0048813",0.5039,0.0495,0.016,0,2.30238705358356,2.83321334405622,0.35974787367688,0.0158733491562902,1.39611222848311,0.148420005118273,140,"dendrite morphogenesis"
"GO:0030010",0.3394,0.0331,0.0036,0,2.30082401240975,1.52605630349505,0.25965776162055,0.00359353551013022,1.19430943454944,0.0353671438372913,154,"establishment of cell polarity"
"GO:0006892",0.3419,0.0336,0.0062,0,2.2935851774052,1.97408102602201,0.261038666078575,0.0061808590750811,1.19623335103415,0.0601539228197471,102,"post-Golgi vesicle-mediated transport"
"GO:0034198",0.2545,0.0249,0.0029,0,2.28897944093827,1.3609765531356,0.20214203996896,0.00289580311202547,1.04319492884065,0.0285874568519125,51,"cellular response to amino acid starvation"
"GO:0150115",0.3812,0.0378,0.0088,0,2.28752378517694,2.28238238567653,0.285849598582198,0.00876150566857267,1.25047962552097,0.084341148433751,103,"cell-substrate junction organization"
"GO:0061077",0.3121,0.031,0.0037,0,2.28078672553263,1.54756250871601,0.24109970209471,0.00369317183761761,1.14606871514362,0.0363319292473902,75,"chaperone-mediated protein folding"
"GO:0008361",0.4355,0.0437,0.0125,0,2.27881487366013,2.60268968544438,0.318741128735112,0.0124225199985571,1.31547309680282,0.117783035656383,188,"regulation of cell size"
"GO:0060260",0.3403,0.034,0.0066,0,2.27741379442325,2.02814824729229,0.259458693416077,0.00657831536012251,1.1896165128108,0.0639133257436526,74,"regulation of transcription initiation by RNA polymerase II"
"GO:0060074",0.1967,0.0193,0.0016,0,2.27612984412883,0.955511445027436,0.160451651405104,0.00159872136369707,0.911080198192906,0.0158733491562902,34,"synapse maturation"
"GO:0006906",0.3201,0.0321,0.0074,1e-04,2.27221931871245,2.03292152604494,0.246111929714826,0.00727275932907988,1.15693356664706,0.0703904957535895,119,"vesicle fusion"
"GO:0050770",0.5029,0.0511,0.0191,0,2.26921288692723,3.00071981506503,0.35755934011074,0.0189198848525108,1.38380947621667,0.174793290373163,156,"regulation of axonogenesis"
"GO:0050768",0.3122,0.0315,0.0054,0,2.26560187478096,1.85629799036563,0.240691064399471,0.00538547227633789,1.14250181683854,0.0525924501191706,149,"negative regulation of neurogenesis"
"GO:0010508",0.3566,0.0365,0.0061,1e-04,2.25507411032299,1.86478460424294,0.269131916636145,0.00598147531553476,1.20748311947068,0.0582123592987625,152,"positive regulation of autophagy"
"GO:1905475",0.3707,0.0381,0.0075,0,2.25196461031189,2.14006616349627,0.277929439038136,0.00747201483870106,1.22624288799185,0.0723206615796261,180,"regulation of protein localization to membrane"
