"Pathway","psig.protein","psig.ahba","psigfdr.protein","psigfdr.ahba","inflation_log","inflation_logfdr","inflation_log1","inflation_logfdr1","inflation_log2","inflation_logfdr2","PathwaySize","PathwayName"
"GO:0021756",0.497,0.0173,0.0246,0,3.30369901717728,3.24259235148552,0.386311046619926,0.0243022925229648,1.62718235773317,0.219938420365261,22,"striatum development"
"GO:0099054",0.5042,0.0198,0.0372,0,3.19000140376906,3.64283551561253,0.388654665771247,0.0365247746823722,1.61808158327122,0.316269529303693,49,"presynapse assembly"
"GO:0099505",0.4571,0.0179,0.021,0,3.1879255788271,3.09104245335832,0.358706477561515,0.0207825391825284,1.55290794948344,0.19062035960865,30,"regulation of presynaptic membrane potential"
"GO:0050806",0.747,0.03,0.1085,0,3.18341577348933,4.69592454925656,0.528341228910375,0.103007750074229,1.87416624419647,0.734768855250765,177,"positive regulation of synaptic transmission"
"GO:0017156",0.5915,0.0238,0.0461,0,3.17350721983835,3.85227300102237,0.441155772698665,0.0450689633675781,1.72019579085432,0.379121132768562,66,"calcium-ion regulated exocytosis"
"GO:2000463",0.457,0.0184,0.0204,0,3.1615961180449,3.06339092202781,0.358146758952008,0.0201947072855193,1.54849651747738,0.185649346886629,32,"positive regulation of excitatory postsynaptic potential"
"GO:0051592",0.7106,0.0294,0.064,0,3.1530733473795,4.17438726989564,0.507868077928027,0.0620353909194527,1.83486633212741,0.494696241836107,146,"response to calcium ion"
"GO:0071277",0.6376,0.0264,0.0624,0,3.14873526688666,4.14946386144318,0.467174221045653,0.0605304997400324,1.76395019052963,0.484892241739486,87,"cellular response to calcium ion"
"GO:0046928",0.6255,0.0259,0.0589,0,3.14802248772833,4.0926765051214,0.460245184650293,0.0572306334542717,1.75137313127394,0.463104887554579,82,"regulation of neurotransmitter secretion"
"GO:0099504",0.8474,0.0357,0.154,1e-04,3.14057546763,4.94811493711492,0.578701718563676,0.143134173085575,1.94327482364883,0.931164580697362,199,"synaptic vesicle cycle"
"GO:2000311",0.5429,0.0233,0.0284,0,3.10828905608241,3.38099467434464,0.41063106335627,0.0280041964095973,1.65136878097734,0.249980205267769,23,"regulation of AMPA receptor activity"
"GO:0007613",0.6625,0.0289,0.0618,0,3.09967037337562,4.13995507347415,0.479832223148245,0.0599655811674341,1.77756559853642,0.4811908186363,126,"memory"
"GO:0048278",0.4687,0.0205,0.0221,0,3.08404125789933,3.13983261752775,0.364084952509917,0.0218593343528935,1.55170330138204,0.199670195128568,64,"vesicle docking"
"GO:0060997",0.6436,0.029,0.0554,1e-04,3.06743258771918,3.93715897869969,0.468301501175205,0.053819846989097,1.75169085148562,0.439832751612372,57,"dendritic spine morphogenesis"
"GO:0060078",0.6811,0.0316,0.068,0,3.04086398628801,4.23410650459726,0.488337346031823,0.0657877405380032,1.78093616372503,0.518793793415168,148,"regulation of postsynaptic membrane potential"
"GO:0050433",0.5037,0.0232,0.0311,0,3.03761156018358,3.46885603013597,0.384993766263641,0.0306261935417607,1.58926833470296,0.270790204781563,53,"regulation of catecholamine secretion"
"GO:0022406",0.5306,0.0248,0.0252,0,3.02551683491152,3.26575941076705,0.401162343793296,0.0248877155077789,1.61995929117563,0.224742272677907,92,"membrane docking"
"GO:0061001",0.5739,0.0274,0.0461,0,3.00780696746208,3.85227300102237,0.426525276524388,0.0450689633675781,1.66574998881411,0.379121132768562,43,"regulation of dendritic spine morphogenesis"
