"Pathway","psig.protein","psig.ahba","psigfdr.protein","psigfdr.ahba","inflation_log","inflation_logfdr","inflation_log1","inflation_logfdr1","inflation_log2","inflation_logfdr2","PathwaySize","PathwayName"
"GO:0035255",0.1626,0.0171,0.0011,1e-04,2.20151248589687,0.646627164925052,0.1337034356357,0.000999400442967821,0.807603691265024,0.00994043970525093,23,"ionotropic glutamate receptor binding"
"GO:0019199",0.1953,0.0261,0.0024,3e-04,1.98011037339676,0.961411167154625,0.152631992015772,0.00209716959072355,0.850916545779003,0.0207210176375177,79,"transmembrane receptor protein kinase activity"
"GO:0030165",0.179,0.025,0.0026,2e-04,1.93486031286873,1.09861228866811,0.139974008964862,0.00239664584459967,0.802898044519065,0.0236697440859047,85,"PDZ domain binding"
"GO:0019902",0.2176,0.0306,0.0033,0,1.93408645514957,1.45861502269952,0.166740551213298,0.00329456694943011,0.88865351253065,0.0324671901375014,189,"phosphatase binding"
"GO:0000149",0.2375,0.034,0.0054,1e-04,1.91902124883898,1.7609878105613,0.179658439374471,0.0052854772760045,0.923725710361673,0.0515929497860871,107,"SNARE binding"
"GO:0044325",0.1968,0.029,0.0022,0,1.88605903752646,1.16315080980568,0.151063871386163,0.0021975835434872,0.833246106931553,0.0217614917815127,133,"transmembrane transporter binding"
"GO:0019888",0.1713,0.0257,0.0016,0,1.86457357812768,0.955511445027436,0.132738936762464,0.00159872136369707,0.769327104068684,0.0158733491562902,93,"protein phosphatase regulator activity"
"GO:1901981",0.219,0.0339,0.004,0,1.84114071714398,1.6094379124341,0.164692790888624,0.00399202126953746,0.868097850087718,0.0392207131532813,178,"phosphatidylinositol phosphate binding"
"GO:0051539",0.1616,0.0253,0.0011,0,1.82172425792999,0.741937344729377,0.124813112394486,0.00109939544330106,0.736105757681021,0.0109399400383345,44,"4 iron, 4 sulfur cluster binding"
"GO:0008138",0.151,0.0245,0.0016,1e-04,1.7852020686819,0.860201265223111,0.116426441042928,0.00149872636336375,0.701147223227022,0.0148738488232067,43,"protein tyrosine/serine/threonine phosphatase activity"
"GO:0001221",0.1663,0.0277,0.0012,0,1.7628914852272,0.78845736036427,0.126513049065977,0.00119928057548219,0.734939729781393,0.0119285708652738,114,"transcription coregulator binding"
"GO:0048156",0.1606,0.0269,7e-04,0,1.75649745725967,0.53062825106217,0.122392557552259,0.000699755114273265,0.719587289970403,0.00697561373642536,43,"tau protein binding"
"GO:0032266",0.1302,0.0218,7e-04,1e-04,1.74996234054959,0.435318071257845,0.100828830299045,0.000599760113939911,0.636568141011986,0.00597611340334173,45,"phosphatidylinositol-3-phosphate binding"
"GO:0140030",0.1692,0.0289,9e-04,0,1.73911573574263,0.641853886172395,0.127829483855326,0.000899595242835994,0.736417687825431,0.0089597413714718,187,"modification-dependent protein binding"
