"Pathway","psig.protein","psig.ahba","psigfdr.protein","psigfdr.ahba","inflation_log","inflation_logfdr","inflation_log1","inflation_logfdr1","inflation_log2","inflation_logfdr2","PathwaySize","PathwayName"
"GO:0005244",0.9405,0.0347,0.4434,4e-04,3.27232365931161,5.76025282114426,0.628834142198056,0.366601521634709,2.04440656241737,1.68868348973462,172,"voltage-gated monoatomic ion channel activity"
"GO:0022832",0.9399,0.0347,0.4431,4e-04,3.27168617522713,5.75957752567684,0.628524895726155,0.366393657438568,2.04382975024987,1.68813125778317,173,"voltage-gated channel activity"
"GO:0005544",0.611,0.023,0.089,0,3.23867845216438,4.49980967033027,0.454115617225348,0.0852598439508234,1.75448807443082,0.636576829071551,52,"calcium-dependent phospholipid binding"
"GO:0008227",0.544,0.0204,0.0477,0,3.23739487263544,3.88567903008854,0.414181744317065,0.0465972853767823,1.67687919322963,0.390013003549243,39,"G protein-coupled amine receptor activity"
"GO:0005249",0.8522,0.0348,0.2674,0,3.17104609319054,5.59247840509753,0.582165950424295,0.23696755790728,1.95498289828221,1.30128098679293,99,"voltage-gated potassium channel activity"
"GO:0005267",0.8683,0.0372,0.3194,0,3.12485277447249,5.7695702151942,0.588504151801283,0.277177087806633,1.9541022413257,1.43365493247973,122,"potassium channel activity"
"GO:0141108",0.6867,0.0321,0.1114,1e-04,3.03381941394277,4.62675375765527,0.491178395692081,0.105520486863351,1.78428776980692,0.747582387114962,145,"transporter regulator activity"
"GO:0004860",0.5318,0.025,0.0453,1e-04,3.0200495812047,3.73983178128786,0.401750901902985,0.0442039305561911,1.62025915106568,0.372630884255062,73,"protein kinase inhibitor activity"
"GO:0022843",0.9501,0.0455,0.4672,4e-04,3.01816689689503,5.8124233184356,0.623385413425507,0.382955902498736,1.9764645901004,1.73154976796029,143,"voltage-gated monoatomic cation channel activity"
"GO:0043178",0.4986,0.0236,0.0347,0,3.01106133531311,3.57515068878559,0.381205513644576,0.0341115296287678,1.57754305039501,0.297879897428227,90,"alcohol binding"
"GO:0015079",0.8252,0.041,0.2682,0,2.9791672566793,5.59545459777057,0.561507780438279,0.237598572283794,1.88125003997912,1.30345608281089,158,"potassium ion transmembrane transporter activity"
"GO:0099106",0.6031,0.0298,0.1011,1e-04,2.97622505716517,4.53064254536629,0.442574646083587,0.096209685137075,1.68950432493513,0.697632610457431,139,"ion channel regulator activity"
"GO:0000149",0.6844,0.034,0.112,1e-04,2.97465454795109,4.63207763890802,0.487974641219398,0.106060200828057,1.76707929437128,0.750416588350838,106,"SNARE binding"
"GO:0045499",0.4683,0.0235,0.044,2e-04,2.95256910524969,3.62434093297636,0.360877142867548,0.0428595094577808,1.52640829223504,0.362645110925236,28,"chemorepellent activity"
"GO:0035255",0.3472,0.0176,0.0127,1e-04,2.92961544661493,2.52208565302975,0.280581450902204,0.0125200363557688,1.33571688637636,0.118559734724556,23,"ionotropic glutamate receptor binding"
"GO:0030165",0.7502,0.0399,0.1775,2e-04,2.9105418648453,5.00226704442574,0.520605512435544,0.163193566905769,1.80454373425325,1.01865274453572,85,"PDZ domain binding"
"GO:0030594",0.7284,0.0392,0.1325,0,2.8983552827496,4.8941014778403,0.508744938701388,0.124427578375052,1.78358438162111,0.84372003903932,98,"neurotransmitter receptor activity"
"GO:0008373",0.3545,0.0186,0.0164,1e-04,2.89799568300682,2.76116002641616,0.285003247074646,0.0161669774635387,1.34344142705391,0.150862848976162,21,"sialyltransferase activity"
"GO:0015085",0.5229,0.0281,0.0619,0,2.89056265223673,4.1415461637064,0.392903973308972,0.0600597564276629,1.58157478335741,0.481808674695498,131,"calcium ion transmembrane transporter activity"
"GO:0035254",0.5974,0.0326,0.0751,0,2.87973335969111,4.33204826486764,0.43629741403774,0.0724136805090453,1.66002205648979,0.560187053303715,44,"glutamate receptor binding"
"GO:0005251",0.5281,0.031,0.0721,1e-04,2.80544154711036,4.19651818695141,0.393495928594252,0.0695193468797237,1.56750206625918,0.541906016896319,28,"delayed rectifier potassium channel activity"
"GO:0005248",0.3513,0.0204,0.0183,2e-04,2.80109216331939,2.77778353911689,0.280872384776384,0.0179345901928164,1.32131277395823,0.166055582333577,22,"voltage-gated sodium channel activity"
"GO:0015276",0.5648,0.0358,0.0833,0,2.73274281369258,4.43438186500781,0.412583945290762,0.0800119379693846,1.58830302841664,0.605953968857568,169,"ligand-gated monoatomic ion channel activity"
"GO:0044325",0.7537,0.0481,0.1621,0,2.73246128449035,5.09436350962697,0.514748840499115,0.150228713246691,1.75169212274251,0.963555924341269,133,"transmembrane transporter binding"
"GO:0051287",0.3734,0.0247,0.0166,0,2.67883375270226,2.86789890204411,0.292889530380904,0.016463726030665,1.33402984439389,0.153579087928301,53,"NAD binding"
"GO:0051018",0.3744,0.0253,0.02,1e-04,2.65842318496869,2.9492122579191,0.293032019553945,0.0197026322958464,1.33133998578149,0.181322056460871,53,"protein kinase A binding"
"GO:0016776",0.2772,0.0187,0.01,1e-04,2.6477216437454,2.30258509299405,0.226142877244606,0.00985033585283486,1.15617624914368,0.0943106794712412,35,"phosphotransferase activity, phosphate group as acceptor"
"GO:0016247",0.6616,0.0461,0.1027,1e-04,2.64389848884342,4.54619193543116,0.462712030212187,0.0976617227821624,1.6511301647205,0.705557367136779,144,"channel regulator activity"
"GO:0019905",0.4832,0.0347,0.0618,1e-04,2.60734735571836,4.04464489366983,0.360090386200686,0.0598655861671008,1.46548009727813,0.480191318303216,66,"syntaxin binding"
"GO:0022834",0.594,0.0434,0.0888,0,2.59532193610745,4.49758497530815,0.423761968761868,0.0850761723551193,1.57683403234128,0.635518067723309,171,"ligand-gated channel activity"
"GO:0019894",0.4353,0.0316,0.0335,0,2.5940177917569,3.54095932403731,0.330262891570145,0.032951100139686,1.40306031850812,0.288931291852213,44,"kinesin binding"
"GO:0019210",0.4689,0.0344,0.039,1e-04,2.58580808596904,3.59356927430961,0.350692272879721,0.0381587171167571,1.44288424366755,0.328304246809517,78,"kinase inhibitor activity"
"GO:0016849",0.4126,0.0302,0.0184,0,2.58448122837878,2.96527306606928,0.315679019843337,0.0182327682610597,1.3704240841555,0.168898536461814,23,"phosphorus-oxygen lyase activity"
"GO:0004629",0.3369,0.0246,0.0157,1e-04,2.58015764223473,2.72009853961838,0.266051208483975,0.0154780349629853,1.25459572960404,0.144830947878456,29,"phospholipase C activity"
"GO:0019902",0.4604,0.034,0.0368,1e-04,2.57891728425024,3.53699892282122,0.345275594713107,0.0360390516155398,1.43081101451194,0.312350318867275,189,"phosphatase binding"
"GO:0017080",0.5006,0.0372,0.0363,1e-04,2.57496747370618,3.52368314684544,0.369340253447119,0.0355566822077014,1.47648944025745,0.308688652381312,39,"sodium channel regulator activity"
